alpha,J1,J2,theta_1,theta_2,tticks
5.000000e-01,4.248941e-01,4.248941e-01,-1.054384e+00,-7.346369e-01,6.800000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.062947e+00,-7.511259e-01,6.900000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.072152e+00,-7.682423e-01,7.000000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.082055e+00,-7.860457e-01,7.100000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.092720e+00,-8.046033e-01,7.200000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.104218e+00,-8.239909e-01,7.300000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.116631e+00,-8.442950e-01,7.400000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.130053e+00,-8.656141e-01,7.500000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.144591e+00,-8.880615e-01,7.600000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.160370e+00,-9.117681e-01,7.700000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.177537e+00,-9.368864e-01,7.800000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.196261e+00,-9.635947e-01,7.900000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.216746e+00,-9.921037e-01,8.000000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.239232e+00,-1.022664e+00,8.100000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.264011e+00,-1.055578e+00,8.200000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.291437e+00,-1.091212e+00,8.300000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.321945e+00,-1.130014e+00,8.400000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.356079e+00,-1.172547e+00,8.500000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.394528e+00,-1.219517e+00,8.600000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.438177e+00,-1.271835e+00,8.700000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.488193e+00,-1.330693e+00,8.800000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.546139e+00,-1.397691e+00,8.900000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.614177e+00,-1.475036e+00,9.000000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.695393e+00,-1.565870e+00,9.100000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.794374e+00,-1.674857e+00,9.200000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-1.918299e+00,-1.809281e+00,9.300000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-2.079184e+00,-1.981308e+00,9.400000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-2.299058e+00,-2.213208e+00,9.500000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-2.624080e+00,-2.551540e+00,9.600000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-3.174215e+00,-3.117067e+00,9.700000e-01
5.000000e-01,4.248941e-01,4.248941e-01,-4.428282e+00,-4.390695e+00,9.800000e-01
5.000000e-01,4.248941e-01,4.248941e-01,0.000000e+00,0.000000e+00,9.900000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.964514e-01,-1.592649e-02,0.000000e+00
5.500000e-01,4.455338e-01,3.645276e-01,-7.963963e-01,-2.388682e-02,1.000000e-02
5.500000e-01,4.455338e-01,3.645276e-01,-7.962904e-01,-3.184317e-02,2.000000e-02
5.500000e-01,4.455338e-01,3.645276e-01,-7.961375e-01,-3.979420e-02,3.000000e-02
5.500000e-01,4.455338e-01,3.645276e-01,-7.959414e-01,-4.773875e-02,4.000000e-02
5.500000e-01,4.455338e-01,3.645276e-01,-7.957060e-01,-5.567579e-02,5.000000e-02
5.500000e-01,4.455338e-01,3.645276e-01,-7.954351e-01,-6.360444e-02,6.000000e-02
5.500000e-01,4.455338e-01,3.645276e-01,-7.951325e-01,-7.152400e-02,7.000000e-02
5.500000e-01,4.455338e-01,3.645276e-01,-7.948021e-01,-7.943388e-02,8.000000e-02
5.500000e-01,4.455338e-01,3.645276e-01,-7.944477e-01,-8.733369e-02,9.000000e-02
5.500000e-01,4.455338e-01,3.645276e-01,-7.940730e-01,-9.522316e-02,1.000000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.936819e-01,-1.031022e-01,1.100000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.932780e-01,-1.109707e-01,1.200000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.928650e-01,-1.188291e-01,1.300000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.924468e-01,-1.266775e-01,1.400000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.920270e-01,-1.345164e-01,1.500000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.916092e-01,-1.423465e-01,1.600000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.911970e-01,-1.501686e-01,1.700000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.907942e-01,-1.579834e-01,1.800000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.904043e-01,-1.657921e-01,1.900000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.900308e-01,-1.735957e-01,2.000000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.896775e-01,-1.813958e-01,2.100000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.893478e-01,-1.891936e-01,2.200000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.890453e-01,-1.969908e-01,2.300000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.887736e-01,-2.047892e-01,2.400000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.885364e-01,-2.125906e-01,2.500000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.883371e-01,-2.203970e-01,2.600000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.881795e-01,-2.282108e-01,2.700000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.880671e-01,-2.360341e-01,2.800000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.880036e-01,-2.438694e-01,2.900000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.879928e-01,-2.517195e-01,3.000000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.880385e-01,-2.595872e-01,3.100000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.881443e-01,-2.674753e-01,3.200000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.883144e-01,-2.753872e-01,3.300000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.885525e-01,-2.833261e-01,3.400000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.888628e-01,-2.912955e-01,3.500000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.892494e-01,-2.992992e-01,3.600000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.897167e-01,-3.073411e-01,3.700000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.902690e-01,-3.154255e-01,3.800000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.909109e-01,-3.235566e-01,3.900000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.916471e-01,-3.317391e-01,4.000000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.924825e-01,-3.399780e-01,4.100000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.934222e-01,-3.482784e-01,4.200000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.944715e-01,-3.566459e-01,4.300000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.956360e-01,-3.650862e-01,4.400000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.969215e-01,-3.736055e-01,4.500000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.983342e-01,-3.822103e-01,4.600000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-7.998806e-01,-3.909077e-01,4.700000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.015673e-01,-3.997049e-01,4.800000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.034018e-01,-4.086098e-01,4.900000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.053916e-01,-4.176308e-01,5.000000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.075450e-01,-4.267768e-01,5.100000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.098706e-01,-4.360574e-01,5.200000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.123778e-01,-4.454827e-01,5.300000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.150765e-01,-4.550638e-01,5.400000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.179775e-01,-4.648125e-01,5.500000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.210922e-01,-4.747413e-01,5.600000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.244332e-01,-4.848639e-01,5.700000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.280139e-01,-4.951952e-01,5.800000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.318488e-01,-5.057510e-01,5.900000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.359538e-01,-5.165488e-01,6.000000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.403463e-01,-5.276073e-01,6.100000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.450451e-01,-5.389472e-01,6.200000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.500708e-01,-5.505908e-01,6.300000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.554463e-01,-5.625629e-01,6.400000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.611964e-01,-5.748904e-01,6.500000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.673489e-01,-5.876032e-01,6.600000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.739345e-01,-6.007343e-01,6.700000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.809872e-01,-6.143202e-01,6.800000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.885451e-01,-6.284017e-01,6.900000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-8.966507e-01,-6.430243e-01,7.000000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-9.053521e-01,-6.582389e-01,7.100000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-9.147033e-01,-6.741032e-01,7.200000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-9.247658e-01,-6.906820e-01,7.300000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-9.356094e-01,-7.080494e-01,7.400000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-9.473142e-01,-7.262898e-01,7.500000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-9.599726e-01,-7.455002e-01,7.600000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-9.736915e-01,-7.657928e-01,7.700000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-9.885953e-01,-7.872982e-01,7.800000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.004831e+00,-8.101692e-01,7.900000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.022570e+00,-8.345863e-01,8.000000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.042021e+00,-8.607645e-01,8.100000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.063432e+00,-8.889620e-01,8.200000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.087105e+00,-9.194926e-01,8.300000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.113414e+00,-9.527417e-01,8.400000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.142823e+00,-9.891894e-01,8.500000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.175922e+00,-1.029442e+00,8.600000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.213467e+00,-1.074278e+00,8.700000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.256456e+00,-1.124721e+00,8.800000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.306226e+00,-1.182138e+00,8.900000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.364625e+00,-1.248421e+00,9.000000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.434290e+00,-1.326258e+00,9.100000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.519143e+00,-1.419643e+00,9.200000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.625319e+00,-1.534810e+00,9.300000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.763082e+00,-1.682171e+00,9.400000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-1.951255e+00,-1.880780e+00,9.500000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-2.229261e+00,-2.170467e+00,9.600000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-2.699538e+00,-2.654513e+00,9.700000e-01
5.500000e-01,4.455338e-01,3.645276e-01,-3.770804e+00,-3.744062e+00,9.800000e-01
5.500000e-01,4.455338e-01,3.645276e-01,0.000000e+00,0.000000e+00,9.900000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.486807e-01,-1.297193e-02,0.000000e+00
6.000000e-01,4.645855e-01,3.097237e-01,-6.486620e-01,-1.945650e-02,1.000000e-02
6.000000e-01,4.645855e-01,3.097237e-01,-6.486107e-01,-2.593882e-02,2.000000e-02
6.000000e-01,4.645855e-01,3.097237e-01,-6.485294e-01,-3.241806e-02,3.000000e-02
6.000000e-01,4.645855e-01,3.097237e-01,-6.484210e-01,-3.889349e-02,4.000000e-02
6.000000e-01,4.645855e-01,3.097237e-01,-6.482885e-01,-4.536451e-02,5.000000e-02
6.000000e-01,4.645855e-01,3.097237e-01,-6.481347e-01,-5.183061e-02,6.000000e-02
6.000000e-01,4.645855e-01,3.097237e-01,-6.479624e-01,-5.829142e-02,7.000000e-02
6.000000e-01,4.645855e-01,3.097237e-01,-6.477744e-01,-6.474667e-02,8.000000e-02
6.000000e-01,4.645855e-01,3.097237e-01,-6.475737e-01,-7.119620e-02,9.000000e-02
6.000000e-01,4.645855e-01,3.097237e-01,-6.473629e-01,-7.763996e-02,1.000000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.471451e-01,-8.407803e-02,1.100000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.469229e-01,-9.051058e-02,1.200000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.466991e-01,-9.693791e-02,1.300000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.464765e-01,-1.033604e-01,1.400000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.462580e-01,-1.097786e-01,1.500000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.460463e-01,-1.161931e-01,1.600000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.458440e-01,-1.226046e-01,1.700000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.456541e-01,-1.290140e-01,1.800000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.454791e-01,-1.354222e-01,1.900000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.453220e-01,-1.418302e-01,2.000000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.451854e-01,-1.482393e-01,2.100000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.450721e-01,-1.546507e-01,2.200000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.449848e-01,-1.610657e-01,2.300000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.449264e-01,-1.674860e-01,2.400000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.448995e-01,-1.739131e-01,2.500000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.449072e-01,-1.803487e-01,2.600000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.449520e-01,-1.867947e-01,2.700000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.450371e-01,-1.932530e-01,2.800000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.451652e-01,-1.997259e-01,2.900000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.453393e-01,-2.062154e-01,3.000000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.455625e-01,-2.127240e-01,3.100000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.458377e-01,-2.192542e-01,3.200000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.461682e-01,-2.258086e-01,3.300000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.465571e-01,-2.323900e-01,3.400000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.470077e-01,-2.390014e-01,3.500000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.475234e-01,-2.456459e-01,3.600000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.481078e-01,-2.523269e-01,3.700000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.487644e-01,-2.590477e-01,3.800000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.494969e-01,-2.658121e-01,3.900000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.503093e-01,-2.726240e-01,4.000000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.512056e-01,-2.794875e-01,4.100000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.521900e-01,-2.864070e-01,4.200000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.532669e-01,-2.933870e-01,4.300000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.544410e-01,-3.004325e-01,4.400000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.557172e-01,-3.075486e-01,4.500000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.571005e-01,-3.147408e-01,4.600000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.585965e-01,-3.220150e-01,4.700000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.602107e-01,-3.293774e-01,4.800000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.619493e-01,-3.368345e-01,4.900000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.638187e-01,-3.443935e-01,5.000000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.658259e-01,-3.520618e-01,5.100000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.679781e-01,-3.598476e-01,5.200000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.702832e-01,-3.677593e-01,5.300000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.727497e-01,-3.758064e-01,5.400000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.753865e-01,-3.839987e-01,5.500000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.782035e-01,-3.923469e-01,5.600000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.812111e-01,-4.008626e-01,5.700000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.844207e-01,-4.095582e-01,5.800000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.878448e-01,-4.184473e-01,5.900000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.914966e-01,-4.275445e-01,6.000000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.953909e-01,-4.368658e-01,6.100000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-6.995437e-01,-4.464286e-01,6.200000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.039724e-01,-4.562520e-01,6.300000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.086963e-01,-4.663567e-01,6.400000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.137366e-01,-4.767657e-01,6.500000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.191169e-01,-4.875043e-01,6.600000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.248630e-01,-4.986005e-01,6.700000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.310038e-01,-5.100852e-01,6.800000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.375717e-01,-5.219930e-01,6.900000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.446027e-01,-5.343624e-01,7.000000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.521375e-01,-5.472368e-01,7.100000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.602220e-01,-5.606649e-01,7.200000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.689081e-01,-5.747018e-01,7.300000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.782553e-01,-5.894104e-01,7.400000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.883314e-01,-6.048621e-01,7.500000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-7.992145e-01,-6.211395e-01,7.600000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-8.109954e-01,-6.383376e-01,7.700000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-8.237796e-01,-6.565672e-01,7.800000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-8.376912e-01,-6.759581e-01,7.900000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-8.528769e-01,-6.966633e-01,8.000000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-8.695118e-01,-7.188652e-01,8.100000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-8.878067e-01,-7.427830e-01,8.200000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-9.080182e-01,-7.686829e-01,8.300000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-9.304622e-01,-7.968920e-01,8.400000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-9.555327e-01,-8.278173e-01,8.500000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-9.837285e-01,-8.619733e-01,8.600000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-1.015692e+00,-9.000210e-01,8.700000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-1.052266e+00,-9.428268e-01,8.800000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-1.094585e+00,-9.915530e-01,8.900000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-1.144213e+00,-1.047801e+00,9.000000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-1.203384e+00,-1.113853e+00,9.100000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-1.275418e+00,-1.193094e+00,9.200000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-1.365510e+00,-1.290810e+00,9.300000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-1.482351e+00,-1.415828e+00,9.400000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-1.641870e+00,-1.584296e+00,9.500000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-1.877433e+00,-1.829968e+00,9.600000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-2.275709e+00,-2.240348e+00,9.700000e-01
6.000000e-01,4.645855e-01,3.097237e-01,-3.182391e+00,-3.163659e+00,9.800000e-01
6.000000e-01,4.645855e-01,3.097237e-01,0.000000e+00,0.000000e+00,9.900000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.237379e-01,-1.047366e-02,0.000000e+00
6.500000e-01,4.822378e-01,2.596665e-01,-5.237409e-01,-1.571003e-02,1.000000e-02
6.500000e-01,4.822378e-01,2.596665e-01,-5.237233e-01,-2.094528e-02,2.000000e-02
6.500000e-01,4.822378e-01,2.596665e-01,-5.236874e-01,-2.617889e-02,3.000000e-02
6.500000e-01,4.822378e-01,2.596665e-01,-5.236352e-01,-3.141044e-02,4.000000e-02
6.500000e-01,4.822378e-01,2.596665e-01,-5.235689e-01,-3.663959e-02,5.000000e-02
6.500000e-01,4.822378e-01,2.596665e-01,-5.234906e-01,-4.186610e-02,6.000000e-02
6.500000e-01,4.822378e-01,2.596665e-01,-5.234025e-01,-4.708979e-02,7.000000e-02
6.500000e-01,4.822378e-01,2.596665e-01,-5.233065e-01,-5.231058e-02,8.000000e-02
6.500000e-01,4.822378e-01,2.596665e-01,-5.232050e-01,-5.752847e-02,9.000000e-02
6.500000e-01,4.822378e-01,2.596665e-01,-5.231000e-01,-6.274354e-02,1.000000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.229936e-01,-6.795598e-02,1.100000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.228879e-01,-7.316602e-02,1.200000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.227850e-01,-7.837401e-02,1.300000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.226870e-01,-8.358038e-02,1.400000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.225961e-01,-8.878561e-02,1.500000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.225143e-01,-9.399030e-02,1.600000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.224436e-01,-9.919512e-02,1.700000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.223863e-01,-1.044008e-01,1.800000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.223444e-01,-1.096083e-01,1.900000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.223199e-01,-1.148183e-01,2.000000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.223151e-01,-1.200321e-01,2.100000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.223321e-01,-1.252506e-01,2.200000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.223729e-01,-1.304750e-01,2.300000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.224398e-01,-1.357066e-01,2.400000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.225348e-01,-1.409469e-01,2.500000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.226603e-01,-1.461971e-01,2.600000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.228184e-01,-1.514590e-01,2.700000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.230115e-01,-1.567341e-01,2.800000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.232417e-01,-1.620242e-01,2.900000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.235115e-01,-1.673312e-01,3.000000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.238232e-01,-1.726570e-01,3.100000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.241792e-01,-1.780037e-01,3.200000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.245822e-01,-1.833735e-01,3.300000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.250347e-01,-1.887688e-01,3.400000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.255392e-01,-1.941920e-01,3.500000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.260986e-01,-1.996457e-01,3.600000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.267158e-01,-2.051326e-01,3.700000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.273935e-01,-2.106557e-01,3.800000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.281349e-01,-2.162179e-01,3.900000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.289432e-01,-2.218226e-01,4.000000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.298216e-01,-2.274732e-01,4.100000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.307737e-01,-2.331732e-01,4.200000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.318030e-01,-2.389265e-01,4.300000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.329134e-01,-2.447371e-01,4.400000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.341090e-01,-2.506094e-01,4.500000e-01
6.500000e-01,4.822378e-01,2.596665e-01,-5.353938e-01,-2.565479e-01,4.600000e-01
