alpha,J1,J2,theta_1,theta_2,tticks
1.500000e-01,2.067423e-01,1.171540e+00,-5.077515e+00,-4.437449e+00,8.800000e-01
1.500000e-01,2.067423e-01,1.171540e+00,-5.230362e+00,-4.619609e+00,8.900000e-01
1.500000e-01,2.067423e-01,1.171540e+00,-5.412533e+00,-4.830618e+00,9.000000e-01
1.500000e-01,2.067423e-01,1.171540e+00,-5.633006e+00,-5.079343e+00,9.100000e-01
1.500000e-01,2.067423e-01,1.171540e+00,-5.905150e+00,-5.378964e+00,9.200000e-01
1.500000e-01,2.067423e-01,1.171540e+00,-6.249928e+00,-5.750111e+00,9.300000e-01
1.500000e-01,2.067423e-01,1.171540e+00,-6.702498e+00,-6.227313e+00,9.400000e-01
1.500000e-01,2.067423e-01,1.171540e+00,-7.327480e+00,-6.873923e+00,9.500000e-01
1.500000e-01,2.067423e-01,1.171540e+00,-8.260626e+00,-7.822793e+00,9.600000e-01
1.500000e-01,2.067423e-01,1.171540e+00,-9.855936e+00,-9.419689e+00,9.700000e-01
1.500000e-01,2.067423e-01,1.171540e+00,-1.353320e+01,-1.304784e+01,9.800000e-01
1.500000e-01,2.067423e-01,1.171540e+00,0.000000e+00,0.000000e+00,9.900000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.920484e+00,-7.834830e-02,0.000000e+00
2.000000e-01,2.499318e-01,9.997273e-01,-3.917089e+00,-1.173901e-01,1.000000e-02
2.000000e-01,2.499318e-01,9.997273e-01,-3.912373e+00,-1.562912e-01,2.000000e-02
2.000000e-01,2.499318e-01,9.997273e-01,-3.906406e+00,-1.950155e-01,3.000000e-02
2.000000e-01,2.499318e-01,9.997273e-01,-3.899260e+00,-2.335302e-01,4.000000e-02
2.000000e-01,2.499318e-01,9.997273e-01,-3.891005e+00,-2.718052e-01,5.000000e-02
2.000000e-01,2.499318e-01,9.997273e-01,-3.881714e+00,-3.098134e-01,6.000000e-02
2.000000e-01,2.499318e-01,9.997273e-01,-3.871458e+00,-3.475305e-01,7.000000e-02
2.000000e-01,2.499318e-01,9.997273e-01,-3.860308e+00,-3.849351e-01,8.000000e-02
2.000000e-01,2.499318e-01,9.997273e-01,-3.848334e+00,-4.220083e-01,9.000000e-02
2.000000e-01,2.499318e-01,9.997273e-01,-3.835604e+00,-4.587342e-01,1.000000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.822185e+00,-4.950993e-01,1.100000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.808142e+00,-5.310924e-01,1.200000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.793538e+00,-5.667048e-01,1.300000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.778435e+00,-6.019298e-01,1.400000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.762891e+00,-6.367631e-01,1.500000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.746964e+00,-6.712021e-01,1.600000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.730708e+00,-7.052459e-01,1.700000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.714175e+00,-7.388957e-01,1.800000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.697414e+00,-7.721540e-01,1.900000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.680475e+00,-8.050249e-01,2.000000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.663401e+00,-8.375137e-01,2.100000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.646237e+00,-8.696271e-01,2.200000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.629022e+00,-9.013731e-01,2.300000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.611797e+00,-9.327605e-01,2.400000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.594598e+00,-9.637994e-01,2.500000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.577460e+00,-9.945005e-01,2.600000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.560417e+00,-1.024876e+00,2.700000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.543500e+00,-1.054937e+00,2.800000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.526740e+00,-1.084699e+00,2.900000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.510164e+00,-1.114174e+00,3.000000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.493800e+00,-1.143378e+00,3.100000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.477674e+00,-1.172325e+00,3.200000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.461810e+00,-1.201032e+00,3.300000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.446233e+00,-1.229515e+00,3.400000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.430964e+00,-1.257790e+00,3.500000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.416026e+00,-1.285877e+00,3.600000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.401440e+00,-1.313792e+00,3.700000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.387226e+00,-1.341554e+00,3.800000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.373405e+00,-1.369182e+00,3.900000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.359995e+00,-1.396698e+00,4.000000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.347017e+00,-1.424119e+00,4.100000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.334488e+00,-1.451469e+00,4.200000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.322429e+00,-1.478769e+00,4.300000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.310859e+00,-1.506042e+00,4.400000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.299796e+00,-1.533310e+00,4.500000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.289260e+00,-1.560598e+00,4.600000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.279271e+00,-1.587931e+00,4.700000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.269850e+00,-1.615336e+00,4.800000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.261019e+00,-1.642840e+00,4.900000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.252798e+00,-1.670472e+00,5.000000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.245212e+00,-1.698261e+00,5.100000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.238285e+00,-1.726239e+00,5.200000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.232042e+00,-1.754440e+00,5.300000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.226510e+00,-1.782898e+00,5.400000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.221720e+00,-1.811650e+00,5.500000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.217703e+00,-1.840737e+00,5.600000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.214491e+00,-1.870199e+00,5.700000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.212122e+00,-1.900082e+00,5.800000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.210634e+00,-1.930434e+00,5.900000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.210070e+00,-1.961306e+00,6.000000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.210478e+00,-1.992755e+00,6.100000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.211908e+00,-2.024839e+00,6.200000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.214417e+00,-2.057625e+00,6.300000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.218065e+00,-2.091184e+00,6.400000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.222921e+00,-2.125593e+00,6.500000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.229061e+00,-2.160937e+00,6.600000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.236568e+00,-2.197310e+00,6.700000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.245537e+00,-2.234815e+00,6.800000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.256071e+00,-2.273568e+00,6.900000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.268289e+00,-2.313696e+00,7.000000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.282322e+00,-2.355342e+00,7.100000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.298322e+00,-2.398667e+00,7.200000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.316459e+00,-2.443852e+00,7.300000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.336927e+00,-2.491103e+00,7.400000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.359951e+00,-2.540656e+00,7.500000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.385788e+00,-2.592781e+00,7.600000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.414739e+00,-2.647788e+00,7.700000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.447153e+00,-2.706041e+00,7.800000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.483442e+00,-2.767963e+00,7.900000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.524095e+00,-2.834057e+00,8.000000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.569695e+00,-2.904918e+00,8.100000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.620944e+00,-2.981265e+00,8.200000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.678701e+00,-3.063968e+00,8.300000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.744023e+00,-3.154100e+00,8.400000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.818230e+00,-3.252995e+00,8.500000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-3.902995e+00,-3.362340e+00,8.600000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-4.000478e+00,-3.484308e+00,8.700000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-4.113515e+00,-3.621747e+00,8.800000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-4.245925e+00,-3.778481e+00,8.900000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-4.402990e+00,-3.959790e+00,9.000000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-4.592258e+00,-4.173203e+00,9.100000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-4.824968e+00,-4.429909e+00,9.200000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-5.118732e+00,-4.747411e+00,9.300000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-5.503071e+00,-5.154987e+00,9.400000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-6.032218e+00,-5.706325e+00,9.500000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-6.820041e+00,-6.513930e+00,9.600000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-8.163231e+00,-7.870362e+00,9.700000e-01
2.000000e-01,2.499318e-01,9.997273e-01,-1.125016e+01,-1.094474e+01,9.800000e-01
2.000000e-01,2.499318e-01,9.997273e-01,0.000000e+00,0.000000e+00,9.900000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.935135e+00,-5.866827e-02,0.000000e+00
2.500000e-01,2.876170e-01,8.628510e-01,-2.933302e+00,-8.793030e-02,1.000000e-02
2.500000e-01,2.876170e-01,8.628510e-01,-2.930727e+00,-1.171147e-01,2.000000e-02
2.500000e-01,2.876170e-01,8.628510e-01,-2.927449e+00,-1.462012e-01,3.000000e-02
2.500000e-01,2.876170e-01,8.628510e-01,-2.923507e+00,-1.751712e-01,4.000000e-02
2.500000e-01,2.876170e-01,8.628510e-01,-2.918938e+00,-2.040076e-01,5.000000e-02
2.500000e-01,2.876170e-01,8.628510e-01,-2.913781e+00,-2.326948e-01,6.000000e-02
2.500000e-01,2.876170e-01,8.628510e-01,-2.908076e+00,-2.612188e-01,7.000000e-02
2.500000e-01,2.876170e-01,8.628510e-01,-2.901860e+00,-2.895672e-01,8.000000e-02
2.500000e-01,2.876170e-01,8.628510e-01,-2.895171e+00,-3.177291e-01,9.000000e-02
2.500000e-01,2.876170e-01,8.628510e-01,-2.888047e+00,-3.456948e-01,1.000000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.880525e+00,-3.734564e-01,1.100000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.872640e+00,-4.010071e-01,1.200000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.864427e+00,-4.283415e-01,1.300000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.855921e+00,-4.554554e-01,1.400000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.847156e+00,-4.823460e-01,1.500000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.838163e+00,-5.090114e-01,1.600000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.828974e+00,-5.354510e-01,1.700000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.819619e+00,-5.616652e-01,1.800000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.810128e+00,-5.876552e-01,1.900000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.800528e+00,-6.134234e-01,2.000000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.790847e+00,-6.389730e-01,2.100000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.781111e+00,-6.643079e-01,2.200000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.771346e+00,-6.894330e-01,2.300000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.761576e+00,-7.143538e-01,2.400000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.751823e+00,-7.390767e-01,2.500000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.742111e+00,-7.636085e-01,2.600000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.732462e+00,-7.879569e-01,2.700000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.722895e+00,-8.121300e-01,2.800000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.713432e+00,-8.361368e-01,2.900000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.704092e+00,-8.599865e-01,3.000000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.694893e+00,-8.836890e-01,3.100000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.685853e+00,-9.072549e-01,3.200000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.676991e+00,-9.306951e-01,3.300000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.668324e+00,-9.540211e-01,3.400000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.659868e+00,-9.772450e-01,3.500000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.651639e+00,-1.000379e+00,3.600000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.643655e+00,-1.023437e+00,3.700000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.635931e+00,-1.046432e+00,3.800000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.628482e+00,-1.069379e+00,3.900000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.621325e+00,-1.092291e+00,4.000000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.614476e+00,-1.115185e+00,4.100000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.607949e+00,-1.138077e+00,4.200000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.601761e+00,-1.160982e+00,4.300000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.595929e+00,-1.183920e+00,4.400000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.590468e+00,-1.206907e+00,4.500000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.585395e+00,-1.229963e+00,4.600000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.580729e+00,-1.253107e+00,4.700000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.576486e+00,-1.276362e+00,4.800000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.572686e+00,-1.299747e+00,4.900000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.569348e+00,-1.323288e+00,5.000000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.566492e+00,-1.347007e+00,5.100000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.564141e+00,-1.370930e+00,5.200000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.562317e+00,-1.395086e+00,5.300000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.561045e+00,-1.419502e+00,5.400000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.560350e+00,-1.444210e+00,5.500000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.560260e+00,-1.469242e+00,5.600000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.560804e+00,-1.494633e+00,5.700000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.562016e+00,-1.520420e+00,5.800000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.563930e+00,-1.546646e+00,5.900000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.566583e+00,-1.573351e+00,6.000000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.570017e+00,-1.600585e+00,6.100000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.574277e+00,-1.628397e+00,6.200000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.579410e+00,-1.656844e+00,6.300000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.585473e+00,-1.685985e+00,6.400000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.592524e+00,-1.715887e+00,6.500000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.600628e+00,-1.746623e+00,6.600000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.609859e+00,-1.778273e+00,6.700000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.620299e+00,-1.810925e+00,6.800000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.632037e+00,-1.844678e+00,6.900000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.645176e+00,-1.879642e+00,7.000000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.659831e+00,-1.915940e+00,7.100000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.676131e+00,-1.953709e+00,7.200000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.694224e+00,-1.993106e+00,7.300000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.714277e+00,-2.034308e+00,7.400000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.736483e+00,-2.077517e+00,7.500000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.761065e+00,-2.122966e+00,7.600000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.788280e+00,-2.170923e+00,7.700000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.818429e+00,-2.221701e+00,7.800000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.851865e+00,-2.275665e+00,7.900000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.889008e+00,-2.333246e+00,8.000000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.930357e+00,-2.394958e+00,8.100000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-2.976515e+00,-2.461421e+00,8.200000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-3.028218e+00,-2.533383e+00,8.300000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-3.086370e+00,-2.611768e+00,8.400000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-3.152102e+00,-2.697725e+00,8.500000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-3.226847e+00,-2.792706e+00,8.600000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-3.312449e+00,-2.898581e+00,8.700000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-3.411337e+00,-3.017800e+00,8.800000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-3.526774e+00,-3.153653e+00,8.900000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-3.663274e+00,-3.310678e+00,9.000000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-3.827284e+00,-3.495350e+00,9.100000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-4.028401e+00,-3.717282e+00,9.200000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-4.281660e+00,-3.991509e+00,9.300000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-4.612255e+00,-4.343171e+00,9.400000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-5.066440e+00,-4.818344e+00,9.500000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-5.741274e+00,-5.513529e+00,9.600000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-6.889515e+00,-6.679511e+00,9.700000e-01
2.500000e-01,2.876170e-01,8.628510e-01,-9.522295e+00,-9.317607e+00,9.800000e-01
2.500000e-01,2.876170e-01,8.628510e-01,0.000000e+00,0.000000e+00,9.900000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.279800e+00,-4.557522e-02,0.000000e+00
3.000000e-01,3.209972e-01,7.489934e-01,-2.278752e+00,-6.832106e-02,1.000000e-02
3.000000e-01,3.209972e-01,7.489934e-01,-2.277259e+00,-9.102126e-02,2.000000e-02
3.000000e-01,3.209972e-01,7.489934e-01,-2.275342e+00,-1.136636e-01,3.000000e-02
3.000000e-01,3.209972e-01,7.489934e-01,-2.273026e+00,-1.362370e-01,4.000000e-02
3.000000e-01,3.209972e-01,7.489934e-01,-2.270333e+00,-1.587309e-01,5.000000e-02
3.000000e-01,3.209972e-01,7.489934e-01,-2.267287e+00,-1.811361e-01,6.000000e-02
3.000000e-01,3.209972e-01,7.489934e-01,-2.263911e+00,-2.034442e-01,7.000000e-02
3.000000e-01,3.209972e-01,7.489934e-01,-2.260227e+00,-2.256476e-01,8.000000e-02
3.000000e-01,3.209972e-01,7.489934e-01,-2.256260e+00,-2.477396e-01,9.000000e-02
3.000000e-01,3.209972e-01,7.489934e-01,-2.252030e+00,-2.697146e-01,1.000000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.247561e+00,-2.915678e-01,1.100000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.242875e+00,-3.132950e-01,1.200000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.237993e+00,-3.348931e-01,1.300000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.232936e+00,-3.563596e-01,1.400000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.227724e+00,-3.776930e-01,1.500000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.222378e+00,-3.988922e-01,1.600000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.216918e+00,-4.199572e-01,1.700000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.211362e+00,-4.408882e-01,1.800000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.205730e+00,-4.616866e-01,1.900000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.200038e+00,-4.823539e-01,2.000000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.194306e+00,-5.028927e-01,2.100000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.188549e+00,-5.233058e-01,2.200000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.182785e+00,-5.435967e-01,2.300000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.177030e+00,-5.637695e-01,2.400000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.171299e+00,-5.838286e-01,2.500000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.165607e+00,-6.037792e-01,2.600000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.159971e+00,-6.236269e-01,2.700000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.154403e+00,-6.433775e-01,2.800000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.148918e+00,-6.630375e-01,2.900000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.143530e+00,-6.826140e-01,3.000000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.138253e+00,-7.021143e-01,3.100000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.133099e+00,-7.215461e-01,3.200000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.128082e+00,-7.409178e-01,3.300000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.123215e+00,-7.602381e-01,3.400000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.118510e+00,-7.795161e-01,3.500000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.113980e+00,-7.987614e-01,3.600000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.109637e+00,-8.179841e-01,3.700000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.105495e+00,-8.371948e-01,3.800000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.101564e+00,-8.564046e-01,3.900000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.097859e+00,-8.756250e-01,4.000000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.094392e+00,-8.948682e-01,4.100000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.091176e+00,-9.141468e-01,4.200000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.088223e+00,-9.334744e-01,4.300000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.085548e+00,-9.528647e-01,4.400000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.083165e+00,-9.723325e-01,4.500000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.081087e+00,-9.918932e-01,4.600000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.079330e+00,-1.011563e+00,4.700000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.077908e+00,-1.031359e+00,4.800000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.076839e+00,-1.051299e+00,4.900000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.076138e+00,-1.071403e+00,5.000000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.075824e+00,-1.091690e+00,5.100000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.075915e+00,-1.112183e+00,5.200000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.076432e+00,-1.132903e+00,5.300000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.077395e+00,-1.153875e+00,5.400000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.078827e+00,-1.175125e+00,5.500000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.080753e+00,-1.196680e+00,5.600000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.083199e+00,-1.218571e+00,5.700000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.086191e+00,-1.240829e+00,5.800000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.089762e+00,-1.263489e+00,5.900000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.093944e+00,-1.286587e+00,6.000000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.098773e+00,-1.310164e+00,6.100000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.104288e+00,-1.334264e+00,6.200000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.110531e+00,-1.358934e+00,6.300000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.117551e+00,-1.384226e+00,6.400000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.125398e+00,-1.410198e+00,6.500000e-01
3.000000e-01,3.209972e-01,7.489934e-01,-2.134130e+00,-1.436911e+00,6.600000e-01
