alpha_l,J1,J2,G1,G2
2.000000e-02,1.089770e-01,5.339874e+00,4.386560e+01,8.473167e+00,-4.465193e+01,-9.450071e+00
4.000000e-02,1.588469e-01,3.812326e+00,2.031085e+01,5.529345e+00,-2.100554e+01,-6.481595e+00
6.000000e-02,1.989547e-01,3.116957e+00,1.262268e+01,4.220330e+00,-1.324773e+01,-5.147377e+00
8.000000e-02,2.341054e-01,2.692213e+00,8.846693e+00,3.437573e+00,-9.414046e+00,-4.339138e+00
1.000000e-01,2.661964e-01,2.395767e+00,6.619189e+00,2.902104e+00,-7.136732e+00,-3.778024e+00
1.200000e-01,2.962212e-01,2.172289e+00,5.159134e+00,2.506203e+00,-5.632631e+00,-3.356376e+00
1.400000e-01,3.247851e-01,1.995108e+00,4.134224e+00,2.198275e+00,-4.568157e+00,-3.022634e+00
1.600000e-01,3.522940e-01,1.849543e+00,3.379398e+00,1.950100e+00,-3.777406e+00,-2.748602e+00
1.800000e-01,3.790404e-01,1.726739e+00,2.803477e+00,1.744762e+00,-3.168610e+00,-2.517384e+00
2.000000e-01,4.052467e-01,1.620987e+00,2.352043e+00,1.571419e+00,-2.686924e+00,-2.318156e+00
2.200000e-01,4.310901e-01,1.528410e+00,1.990629e+00,1.422753e+00,-2.297557e+00,-2.143622e+00
2.400000e-01,4.567174e-01,1.446272e+00,1.696356e+00,1.293621e+00,-1.977383e+00,-1.988660e+00
2.600000e-01,4.822545e-01,1.372570e+00,1.453445e+00,1.180283e+00,-1.710428e+00,-1.849555e+00
2.800000e-01,5.078131e-01,1.305805e+00,1.250663e+00,1.079945e+00,-1.485299e+00,-1.723542e+00
3.000000e-01,5.334949e-01,1.244821e+00,1.079798e+00,9.904674e-01,-1.293655e+00,-1.608511e+00
3.200000e-01,5.593957e-01,1.188716e+00,9.347060e-01,9.101806e-01,-1.129242e+00,-1.502825e+00
3.400000e-01,5.856074e-01,1.136767e+00,8.107010e-01,8.377548e-01,-9.872821e-01,-1.405192e+00
3.600000e-01,6.122206e-01,1.088392e+00,7.041334e-01,7.721181e-01,-8.640455e-01,-1.314569e+00
3.800000e-01,6.393266e-01,1.043112e+00,6.121406e-01,7.123896e-01,-7.565959e-01,-1.230119e+00
4.000000e-01,6.670189e-01,1.000528e+00,5.324259e-01,6.578399e-01,-6.625717e-01,-1.151149e+00
4.200000e-01,6.953953e-01,9.603077e-01,4.631326e-01,6.078566e-01,-5.800556e-01,-1.077085e+00
4.400000e-01,7.245593e-01,9.221664e-01,4.027420e-01,5.619205e-01,-5.074727e-01,-1.007445e+00
4.600000e-01,7.546226e-01,8.858614e-01,3.500016e-01,5.195893e-01,-4.435141e-01,-9.418218e-01
4.800000e-01,7.857067e-01,8.511823e-01,3.038655e-01,4.804798e-01,-3.870835e-01,-8.798677e-01
5.000000e-01,8.179457e-01,8.179457e-01,2.634565e-01,4.442609e-01,-3.372525e-01,-8.212825e-01
5.200000e-01,8.514890e-01,7.859898e-01,2.280343e-01,4.106428e-01,-2.932305e-01,-7.658074e-01
5.400000e-01,8.865049e-01,7.551708e-01,1.969662e-01,3.793725e-01,-2.543365e-01,-7.132132e-01
5.600000e-01,9.231849e-01,7.253596e-01,1.697119e-01,3.502266e-01,-2.199826e-01,-6.632987e-01
5.800000e-01,9.617489e-01,6.964389e-01,1.458071e-01,3.230071e-01,-1.896574e-01,-6.158853e-01
6.000000e-01,1.002452e+00,6.683012e-01,1.248497e-01,2.975388e-01,-1.629133e-01,-5.708123e-01
6.200000e-01,1.045592e+00,6.408467e-01,1.064911e-01,2.736660e-01,-1.393573e-01,-5.279342e-01
6.400000e-01,1.091522e+00,6.139813e-01,9.042721e-02,2.512491e-01,-1.186427e-01,-4.871195e-01
6.600000e-01,1.140664e+00,5.876149e-01,7.639283e-02,2.301641e-01,-1.004625e-01,-4.482465e-01
6.800000e-01,1.193528e+00,5.616601e-01,6.415519e-02,2.102995e-01,-8.454434e-02,-4.112039e-01
