tticks,x1ticks,x2ticks,x3ticks,uticks
7.900000e-01,2.397396e-01,-9.556128e-02,-4.818943e-01,-2.362055e+00
8.000000e-01,2.308675e-01,3.195407e-02,-2.004927e-01,-2.254824e+00
8.100000e-01,2.894579e-01,-1.828088e-01,-3.915284e-01,-2.428608e+00
8.200000e-01,3.229809e-01,-1.168894e-02,-4.338571e-01,-2.306410e+00
8.300000e-01,4.351175e-01,-5.561782e-02,-4.874890e-01,-2.158745e+00
8.400000e-01,2.082285e-01,-4.623574e-02,-3.802923e-01,-2.270010e+00
8.500000e-01,2.057635e-01,-1.206533e-01,-1.880375e-01,-2.197511e+00
8.600000e-01,2.498547e-01,-1.207527e-01,-2.762326e-01,-2.064271e+00
8.700000e-01,3.825064e-01,-2.469036e-01,-4.375159e-01,-2.049899e+00
8.800000e-01,2.253959e-01,3.067139e-03,-3.507019e-01,-2.031863e+00
8.900000e-01,3.569314e-01,-1.341038e-01,-2.401802e-01,-1.774939e+00
9.000000e-01,1.893784e-01,-7.631277e-02,-1.662846e-01,-1.927702e+00
9.100000e-01,1.761790e-01,-4.215931e-02,-3.309180e-01,-2.038868e+00
9.200000e-01,4.419196e-01,-1.424072e-01,-3.956144e-01,-1.942633e+00
9.300000e-01,3.454667e-01,-1.014812e-01,-2.809129e-01,-1.808419e+00
9.400000e-01,3.150308e-01,-1.621873e-01,-4.188684e-01,-1.720985e+00
9.500000e-01,2.577229e-01,-2.177125e-03,-2.136076e-01,-1.811187e+00
9.600000e-01,1.958846e-01,-2.107426e-01,-3.922128e-01,-1.935642e+00
9.700000e-01,3.721855e-01,9.790427e-03,-3.560470e-01,-1.767864e+00
9.800000e-01,3.665819e-01,-1.671238e-02,-4.891349e-01,-1.758553e+00
9.900000e-01,7.605400e-02,2.621231e-02,-3.814129e-01,-1.742206e+00
1.000000e+00,1.358466e-01,-9.306875e-02,-2.566574e-01,-1.779823e+00
1.010000e+00,2.129815e-01,2.248520e-02,-1.589145e-01,-1.776332e+00
1.020000e+00,3.970015e-01,-1.284940e-01,-1.641674e-01,-1.725302e+00
1.030000e+00,2.864707e-01,-1.386712e-01,-4.327090e-01,-1.775688e+00
1.040000e+00,3.768966e-01,-1.656073e-01,-3.035323e-01,-1.637521e+00
1.050000e+00,1.871808e-01,-7.792069e-02,-2.652073e-01,-1.683526e+00
1.060000e+00,2.913736e-01,-1.651150e-01,-2.623329e-01,-1.527127e+00
1.070000e+00,1.802738e-01,-1.296986e-01,-2.357385e-01,-1.567894e+00
1.080000e+00,5.367240e-02,-1.493413e-01,-2.360541e-01,-1.602314e+00
1.090000e+00,2.707244e-01,-1.455000e-01,-3.028012e-01,-1.474604e+00
1.100000e+00,2.426079e-01,-3.370178e-01,-2.714346e-01,-1.504041e+00
1.110000e+00,1.612892e-01,-1.479631e-01,-3.135554e-01,-1.540290e+00
1.120000e+00,1.812237e-01,-2.953057e-01,-3.095730e-01,-1.649076e+00
1.130000e+00,1.570260e-01,-9.231060e-02,-1.447000e-01,-1.408770e+00
1.140000e+00,2.857709e-01,-5.057717e-02,-3.557438e-01,-1.538959e+00
1.150000e+00,1.283988e-01,-1.943078e-01,-2.679454e-01,-1.546061e+00
1.160000e+00,2.904197e-01,-5.537753e-02,-3.471314e-01,-1.492735e+00
1.170000e+00,2.008271e-01,-8.171700e-02,-1.615055e-01,-1.374030e+00
1.180000e+00,2.051252e-01,-1.232046e-01,-3.319802e-01,-1.454378e+00
1.190000e+00,1.398213e-01,5.123283e-02,-3.901184e-01,-1.565520e+00
1.200000e+00,1.425744e-01,-4.708769e-02,-3.465291e-01,-1.465819e+00
1.210000e+00,1.577195e-01,-1.272449e-01,-1.602003e-01,-1.504470e+00
1.220000e+00,1.318040e-01,-5.386311e-02,1.454762e-03,-1.437378e+00
1.230000e+00,1.518922e-01,-5.884490e-02,-2.671301e-01,-1.521910e+00
1.240000e+00,1.570917e-01,4.478215e-02,-1.243358e-01,-1.348003e+00
1.250000e+00,6.808766e-02,-2.624356e-01,-4.300063e-02,-1.405081e+00
1.260000e+00,4.428855e-02,-5.033920e-02,-8.022055e-02,-1.446221e+00
1.270000e+00,-9.529401e-02,-1.026371e-01,-3.796803e-02,-1.403401e+00
1.280000e+00,2.709365e-01,-2.131850e-01,-2.569434e-01,-1.205874e+00
1.290000e+00,1.176685e-01,-2.883566e-01,-9.057521e-02,-1.440264e+00
1.300000e+00,2.360185e-01,-2.113332e-01,-2.167002e-01,-1.260181e+00
1.310000e+00,1.732744e-01,-1.315323e-01,-3.384844e-01,-1.280106e+00
1.320000e+00,2.952626e-01,-8.080505e-02,-2.233551e-01,-1.404759e+00
1.330000e+00,2.482039e-01,-5.395784e-02,-1.500849e-01,-1.269962e+00
1.340000e+00,3.570115e-01,-1.527542e-01,1.141229e-04,-1.355248e+00
1.350000e+00,2.316606e-01,-1.438063e-01,-9.148705e-02,-1.168036e+00
1.360000e+00,2.605363e-01,-5.282017e-02,-1.539437e-01,-1.185569e+00
1.370000e+00,1.675633e-01,-3.685486e-02,-7.872668e-02,-1.241630e+00
1.380000e+00,1.127707e-01,6.065736e-04,-2.265782e-01,-1.318233e+00
1.390000e+00,3.062161e-02,-3.090446e-01,-3.042166e-01,-1.260834e+00
1.400000e+00,6.472826e-02,-2.395934e-01,-2.399478e-01,-1.248339e+00
1.410000e+00,3.767415e-01,-8.983953e-02,-2.878627e-01,-1.153808e+00
1.420000e+00,6.966008e-02,-1.292352e-02,-6.921181e-02,-1.053683e+00
1.430000e+00,2.495085e-01,-2.072115e-01,-1.791533e-01,-1.092531e+00
1.440000e+00,2.039579e-01,-1.462230e-01,-2.828234e-01,-1.203133e+00
1.450000e+00,2.649045e-01,-1.623794e-01,-1.827834e-01,-1.337271e+00
1.460000e+00,1.724183e-01,-1.230864e-01,-2.448783e-01,-1.213035e+00
1.470000e+00,1.662620e-01,-1.611948e-01,-1.900414e-01,-1.094773e+00
1.480000e+00,2.554834e-01,-3.971744e-02,-1.450911e-02,-1.226863e+00
1.490000e+00,1.596525e-01,-2.700367e-01,-6.144047e-03,-1.112093e+00
1.500000e+00,2.143431e-01,8.756874e-02,-2.280799e-01,-9.552510e-01
1.510000e+00,3.307215e-01,-2.504656e-01,-1.895241e-01,-9.310111e-01
1.520000e+00,2.498050e-01,-1.274830e-02,-1.081145e-01,-1.067126e+00
1.530000e+00,1.272870e-01,2.590227e-03,-1.375791e-01,-8.989804e-01
1.540000e+00,1.580120e-01,-1.293321e-01,-1.985921e-01,-1.010331e+00
1.550000e+00,3.261685e-01,-9.420029e-02,-4.376570e-02,-9.878709e-01
1.560000e+00,4.945402e-03,-1.565937e-01,-2.864598e-01,-9.946544e-01
1.570000e+00,2.141004e-01,-3.271132e-02,1.115603e-01,-1.091253e+00
1.580000e+00,3.358423e-01,-7.867845e-02,-1.774931e-01,-1.014076e+00
1.590000e+00,1.811981e-01,-8.713663e-02,-1.001786e-01,-9.737204e-01
1.600000e+00,1.988377e-01,-2.375936e-02,-2.095653e-01,-8.988448e-01
1.610000e+00,2.744764e-01,-1.177247e-01,-2.396693e-01,-1.266519e+00
1.620000e+00,4.075449e-01,1.141788e-02,-2.288521e-02,-1.086852e+00
1.630000e+00,2.712072e-01,-1.105593e-01,-1.311258e-01,-8.549358e-01
1.640000e+00,1.180328e-01,-3.836119e-02,-1.106084e-01,-9.206363e-01
1.650000e+00,1.741005e-01,-9.954112e-02,-1.198655e-01,-9.563523e-01
1.660000e+00,1.038725e-01,-5.519809e-02,-6.156871e-02,-9.182533e-01
1.670000e+00,1.724864e-01,-8.807480e-02,4.397282e-02,-8.446366e-01
1.680000e+00,-7.356213e-02,-4.679443e-02,-6.223247e-02,-1.050018e+00
1.690000e+00,6.866356e-02,-1.471224e-01,-5.883061e-02,-9.069810e-01
1.700000e+00,2.242200e-01,1.518385e-02,-2.517989e-03,-1.128843e+00
1.710000e+00,2.149987e-01,-1.378977e-01,-3.539665e-02,-9.202720e-01
1.720000e+00,3.306728e-02,-6.684298e-02,-2.391375e-01,-9.166621e-01
1.730000e+00,2.163352e-01,-2.166779e-01,-1.494265e-01,-7.931434e-01
1.740000e+00,1.841734e-01,3.548297e-02,-2.844231e-01,-9.855424e-01
1.750000e+00,2.675688e-01,-1.745128e-02,-6.265264e-02,-8.505149e-01
1.760000e+00,1.820491e-01,-1.315308e-01,7.050564e-02,-8.025274e-01
1.770000e+00,6.678144e-02,-1.896612e-01,3.932462e-02,-9.618891e-01
1.780000e+00,7.035926e-02,-1.382815e-01,-2.553712e-02,-8.532248e-01
1.790000e+00,3.529061e-02,-6.179064e-02,-2.103991e-01,-8.727383e-01
1.800000e+00,1.818919e-01,-5.656947e-02,-1.893096e-01,-8.882805e-01
1.810000e+00,2.416069e-01,-3.144530e-02,-9.660779e-02,-9.140630e-01
1.820000e+00,1.135151e-01,-1.535872e-01,-1.267764e-01,-9.238619e-01
1.830000e+00,1.227124e-01,-9.376294e-02,-2.582052e-02,-9.678765e-01
1.840000e+00,9.922918e-02,-1.141754e-01,1.979407e-02,-8.909126e-01
1.850000e+00,-6.692090e-02,-1.584887e-01,-1.358008e-01,-9.311392e-01
1.860000e+00,2.584392e-02,-1.270949e-02,-1.169201e-01,-8.363567e-01
1.870000e+00,1.095586e-01,-5.985688e-02,7.101560e-04,-6.688945e-01
1.880000e+00,1.829260e-01,-1.293262e-01,-5.896033e-02,-8.487321e-01
1.890000e+00,6.488216e-02,-1.347377e-01,-2.749922e-01,-7.156981e-01
1.900000e+00,2.691988e-02,-9.715526e-02,-1.872284e-01,-7.578706e-01
1.910000e+00,3.678416e-02,-1.633563e-01,-1.804077e-01,-6.654722e-01
1.920000e+00,2.261360e-01,-1.827255e-01,-2.368966e-01,-7.950712e-01
1.930000e+00,1.732710e-01,-9.984481e-02,-1.215820e-01,-7.983141e-01
1.940000e+00,1.589653e-01,-1.317462e-01,-8.943127e-02,-7.974958e-01
1.950000e+00,2.217295e-01,-1.209700e-01,3.766193e-02,-8.981549e-01
1.960000e+00,2.285179e-01,-4.657922e-02,-3.025710e-02,-5.672441e-01
1.970000e+00,7.929925e-02,8.460530e-02,1.623996e-02,-9.073231e-01
1.980000e+00,-3.133133e-02,-1.718900e-01,-1.745884e-01,-7.711976e-01
1.990000e+00,-5.727508e-03,9.731545e-02,-6.621058e-02,-7.896640e-01
2.000000e+00,2.292435e-01,-7.586608e-02,6.597578e-02,-7.399135e-01
2.010000e+00,1.853515e-01,-1.564718e-01,-1.615737e-01,-8.846974e-01
2.020000e+00,-1.976126e-03,-2.338934e-02,-2.867537e-02,-6.580708e-01
2.030000e+00,9.503664e-02,-4.862976e-02,3.213863e-02,-7.346321e-01
2.040000e+00,1.292225e-01,-1.415105e-01,-1.984210e-01,-7.476379e-01
2.050000e+00,1.465586e-01,-7.421235e-02,-4.487514e-02,-5.770346e-01
2.060000e+00,1.277748e-01,-2.297453e-01,-1.835833e-01,-6.462513e-01
2.070000e+00,4.992641e-02,-3.420127e-01,-1.396233e-01,-5.363899e-01
2.080000e+00,2.425250e-01,-5.500516e-02,-1.580138e-01,-5.714109e-01
2.090000e+00,8.133264e-02,-1.932654e-01,-1.408664e-01,-7.522032e-01
2.100000e+00,3.552905e-02,-2.098239e-02,-1.208192e-01,-7.177395e-01
2.110000e+00,-6.649513e-02,-2.369468e-02,-1.728936e-01,-5.621409e-01
2.120000e+00,1.228040e-03,1.830982e-02,-1.513155e-01,-7.233182e-01
2.130000e+00,4.036160e-01,-1.843374e-02,-3.767899e-02,-6.839049e-01
2.140000e+00,6.740899e-02,-5.425268e-03,7.996339e-02,-7.161042e-01
2.150000e+00,2.746635e-01,-1.098832e-01,-2.405339e-01,-6.243313e-01
2.160000e+00,7.341910e-02,1.424419e-01,-1.128670e-01,-5.534327e-01
2.170000e+00,2.268756e-01,-5.438896e-02,-5.081270e-02,-7.167824e-01
2.180000e+00,6.443359e-02,-4.074686e-02,-3.585792e-02,-7.010430e-01
2.190000e+00,5.196108e-02,5.170292e-02,1.165071e-02,-5.504870e-01
2.200000e+00,1.577194e-01,-1.841237e-01,-6.981154e-02,-4.698787e-01
2.210000e+00,1.374225e-01,2.238247e-01,-2.564723e-01,-5.407321e-01
2.220000e+00,1.901129e-01,-2.004838e-01,-1.484486e-02,-7.683683e-01
2.230000e+00,6.942964e-02,6.427638e-02,8.849202e-03,-6.330669e-01
2.240000e+00,1.749457e-01,5.557973e-02,-1.352487e-01,-5.899531e-01
2.250000e+00,4.835013e-02,-1.442842e-01,-1.114233e-01,-6.093336e-01
2.260000e+00,2.000202e-01,-2.742250e-01,-1.373040e-01,-6.647584e-01
2.270000e+00,1.831247e-01,-1.680139e-01,-9.482244e-02,-7.827257e-01
2.280000e+00,1.457053e-01,-6.018169e-02,-1.712865e-01,-4.817649e-01
2.290000e+00,9.548858e-03,-2.926828e-02,4.166066e-02,-4.916493e-01
2.300000e+00,-5.049468e-02,-4.372492e-02,-1.978109e-01,-5.208590e-01
2.310000e+00,5.373547e-02,-1.219475e-01,-1.140369e-01,-6.263801e-01
2.320000e+00,1.254308e-01,-8.026499e-02,5.695439e-02,-7.154978e-01
2.330000e+00,-4.140955e-02,1.049931e-01,-3.617312e-02,-5.211721e-01
2.340000e+00,1.628593e-01,-3.061707e-02,-1.102916e-01,-6.611640e-01
2.350000e+00,2.720572e-01,-9.423080e-02,-1.161535e-01,-5.945542e-01
2.360000e+00,6.303163e-02,-7.083294e-02,-3.421313e-02,-4.411855e-01
2.370000e+00,9.482964e-02,2.341344e-02,1.793499e-02,-4.656068e-01
2.380000e+00,5.719323e-03,-1.036171e-01,1.442419e-05,-5.903101e-01
2.390000e+00,1.020547e-01,1.223061e-02,1.024200e-01,-5.164439e-01
2.400000e+00,1.900511e-02,-1.513332e-01,-1.715008e-01,-6.150478e-01
2.410000e+00,2.098671e-01,-1.417001e-01,-8.805531e-02,-6.229170e-01
2.420000e+00,1.827919e-01,-1.502613e-01,-2.721444e-01,-5.600675e-01
2.430000e+00,1.283860e-01,-2.514070e-01,-2.803844e-02,-6.647442e-01
2.440000e+00,7.616853e-02,7.353702e-02,5.053426e-03,-3.430350e-01
2.450000e+00,2.667574e-01,5.497075e-02,-5.963343e-02,-4.773338e-01
2.460000e+00,-1.127912e-01,-1.370419e-01,-2.359371e-01,-5.998366e-01
2.470000e+00,1.375476e-01,-1.541870e-02,-2.729159e-01,-5.202092e-01
2.480000e+00,1.688021e-01,6.772651e-02,1.158855e-01,-4.194016e-01
2.490000e+00,1.055194e-01,-1.528602e-01,-1.905890e-01,-5.287939e-01
2.500000e+00,2.325493e-01,-1.647709e-01,2.848409e-02,-5.303993e-01
2.510000e+00,2.133539e-02,-1.079818e-01,-8.177910e-02,-4.256603e-01
2.520000e+00,1.050433e-01,3.147846e-02,-7.193984e-02,-3.518402e-01
2.530000e+00,2.348022e-01,-3.713352e-02,-1.246235e-01,-4.087002e-01
2.540000e+00,8.097978e-03,-8.136988e-02,-6.186593e-03,-4.781072e-01
2.550000e+00,2.230096e-01,4.516895e-02,-7.828532e-02,-4.347720e-01
2.560000e+00,-8.034068e-02,-1.742404e-01,-1.689115e-01,-4.816693e-01
2.570000e+00,7.282414e-02,-1.690633e-01,-9.281220e-02,-5.250134e-01
2.580000e+00,2.378885e-01,-6.193411e-02,-6.277514e-02,-5.422525e-01
2.590000e+00,1.494959e-01,-2.615422e-02,-7.380269e-02,-5.511736e-01
2.600000e+00,9.327968e-02,-3.167795e-02,-1.561124e-02,-5.536334e-01
2.610000e+00,1.189480e-01,-1.570870e-01,-1.941992e-02,-4.641456e-01
2.620000e+00,1.901392e-03,-1.032139e-01,-3.105304e-01,-6.204027e-01
2.630000e+00,-5.773996e-02,-8.737119e-02,-1.374819e-01,-4.707215e-01
2.640000e+00,-1.173706e-01,-4.259714e-02,-6.955917e-02,-6.056225e-01
2.650000e+00,1.512076e-01,-4.596402e-02,-1.027221e-02,-4.775472e-01
2.660000e+00,-1.020458e-01,-3.884323e-02,1.127377e-02,-5.391695e-01
2.670000e+00,1.289105e-01,-1.350535e-01,-2.776240e-03,-4.290203e-01
2.680000e+00,-9.222417e-02,-3.880088e-03,-9.433710e-02,-3.427743e-01
2.690000e+00,1.385325e-01,4.525007e-02,8.847108e-02,-6.045963e-01
2.700000e+00,1.151931e-01,-7.923942e-02,-1.363103e-01,-5.080019e-01
2.710000e+00,1.036753e-01,-9.343548e-02,-2.020527e-01,-5.045999e-01
2.720000e+00,4.836230e-02,-8.158242e-03,-1.194004e-02,-4.723568e-01
2.730000e+00,2.115586e-01,-1.409853e-01,4.238103e-02,-4.422810e-01
2.740000e+00,1.697229e-01,1.159217e-01,4.344407e-02,-5.124385e-01
2.750000e+00,-3.883258e-02,-1.363400e-01,-9.289056e-04,-4.418245e-01
2.760000e+00,3.208048e-02,-5.499599e-02,3.475164e-02,-3.135561e-01
2.770000e+00,1.251311e-01,-1.352235e-01,-3.648891e-02,-3.951883e-01
2.780000e+00,4.513079e-02,-1.014509e-01,1.047007e-01,-4.562322e-01
2.790000e+00,1.899476e-01,-7.178673e-02,8.383174e-02,-3.725413e-01
2.800000e+00,-4.400478e-02,4.638445e-02,-4.177039e-02,-3.454758e-01
2.810000e+00,1.338151e-01,-9.651741e-02,2.764673e-02,-5.743344e-01
2.820000e+00,1.532604e-01,-5.838177e-02,6.081126e-02,-4.109850e-01
2.830000e+00,1.147850e-01,-7.092387e-02,1.002148e-01,-1.916812e-01
2.840000e+00,1.044393e-01,6.550905e-02,-6.260982e-02,-3.814920e-01
2.850000e+00,-5.649736e-02,-2.552149e-01,7.681332e-02,-3.666477e-01
2.860000e+00,2.450230e-01,2.651189e-03,6.076467e-02,-2.234183e-01
2.870000e+00,6.409724e-02,-4.571562e-02,4.935655e-02,-4.984840e-01
2.880000e+00,-4.905345e-02,-1.989576e-01,7.225905e-02,-2.896520e-01
2.890000e+00,-2.193769e-02,-4.994989e-02,-5.810477e-02,-4.026787e-01
2.900000e+00,-6.806625e-02,-5.984834e-02,1.496367e-02,-3.441567e-01
2.910000e+00,-1.750266e-02,-5.491127e-02,6.249787e-02,-3.057255e-01
2.920000e+00,1.365753e-01,9.786916e-03,-9.041808e-02,-3.838181e-01
2.930000e+00,4.191786e-02,-5.004869e-02,-1.739124e-01,-4.237245e-01
2.940000e+00,9.348371e-02,1.783928e-02,2.042401e-02,-2.930210e-01
2.950000e+00,1.547438e-01,1.209953e-01,-2.497551e-02,-3.666492e-01
2.960000e+00,6.692115e-03,1.895289e-02,2.965969e-04,-3.406154e-01
2.970000e+00,1.486379e-01,-6.236788e-02,-4.564194e-02,-2.890019e-01
2.980000e+00,5.382590e-02,-1.207464e-01,-1.286157e-01,-2.557022e-01
2.990000e+00,4.226290e-02,1.345230e-01,4.669087e-03,-3.678599e-01
3.000000e+00,1.044356e-01,-8.752498e-02,5.007136e-02,-4.375888e-01
3.010000e+00,5.352830e-02,5.585766e-02,-1.371138e-02,-2.948968e-01
3.020000e+00,1.253542e-02,3.679738e-02,-6.386426e-02,-2.037192e-01
3.030000e+00,2.399677e-01,1.916400e-02,-4.624161e-02,-3.940641e-01
3.040000e+00,7.430909e-02,-9.141701e-03,-6.462280e-02,-2.794293e-01
3.050000e+00,7.116084e-02,-1.046966e-01,-1.795821e-01,-1.852711e-01
3.060000e+00,2.810182e-02,2.940279e-02,-1.461953e-02,-3.313317e-01
3.070000e+00,-7.889109e-02,-5.872885e-02,6.542429e-02,-2.883617e-01
3.080000e+00,1.927214e-01,-4.496754e-02,-3.458801e-02,-3.298343e-01
3.090000e+00,-2.917190e-02,-4.988597e-02,-9.656542e-02,-4.086891e-01
3.100000e+00,7.798607e-02,-9.161620e-02,2.649446e-02,-3.937293e-01
3.110000e+00,7.181996e-02,-1.651660e-01,8.146884e-02,-4.341620e-01
3.120000e+00,1.804939e-01,-8.762312e-02,6.373062e-03,-3.253657e-01
3.130000e+00,3.994446e-02,7.828813e-02,1.057492e-02,-1.257521e-01
3.140000e+00,-1.703840e-02,1.552287e-01,-1.629583e-02,-2.801720e-01
3.150000e+00,7.796876e-03,-4.890919e-02,-9.560049e-02,-1.382595e-01
3.160000e+00,7.761927e-02,1.868611e-02,-2.458974e-02,-3.884091e-01
3.170000e+00,4.438936e-02,-1.019631e-03,7.536408e-02,-3.461165e-01
3.180000e+00,-8.414387e-02,-2.094913e-01,-4.278606e-02,-1.203168e-01
3.190000e+00,1.659690e-01,-2.496880e-02,3.375315e-02,-4.272401e-01
3.200000e+00,1.424109e-02,-1.346948e-01,-4.261887e-02,-4.193369e-01
3.210000e+00,3.139233e-01,-2.023955e-01,2.276837e-02,-8.693153e-02
3.220000e+00,5.977856e-02,-1.130786e-01,-9.791223e-02,-1.857885e-01
3.230000e+00,3.539987e-02,1.254438e-01,-1.546769e-01,-2.583933e-01
3.240000e+00,6.898914e-02,-3.329444e-02,-2.788841e-01,-2.732355e-01
3.250000e+00,8.212383e-02,-1.495850e-01,3.815016e-02,-1.657488e-01
